time,amplitude
0.0,0.0
0.007874015748031496,2.467310665529355
0.015748031496062992,1.1803286841011558
0.023622047244094488,-0.9366602619430487
0.031496062992125984,0.23898071483394
0.03937007874015748,2.4348455879523154
0.047244094488188976,1.16514519645797
0.05511811023622047,-1.9598691696733188
0.06299212598425197,-2.005763658257019
0.07086614173228346,0.45647498970050304
0.07874015748031496,0.5507050144592318
0.08661417322834646,-1.9048508738735306
0.09448818897637795,-2.063182432141548
0.10236220472440945,1.0092716652071079
0.11023622047244094,2.4724456043363743
0.11811023622047244,0.37023246159968015
0.12598425196850394,-0.9675899327502971
0.13385826771653542,1.0466389192386556
0.14173228346456693,2.4962723122860604
0.14960629921259844,0.17301993238329166
0.15748031496062992,-2.4270902853612157
0.1653543307086614,-1.311610203744972
0.1732283464566929,0.8957000247109006
0.18110236220472442,-0.11090435040082436
0.1889763779527559,-2.386872734678719
0.19685039370078738,-1.3154479354652064
0.2047244094488189,1.847313830904655
0.2125984251968504,2.0992003365152954
0.2204724409448819,-0.35500347765373486
0.22834645669291337,-0.6371452068006549
0.23622047244094488,1.797099278189616
0.2440944881889764,2.1567992518883115
0.25196850393700787,-0.8485659127329095
0.25984251968503935,-2.499369861951548
0.26771653543307083,-0.5038876762232666
0.2755905511811024,0.9883098042981782
0.28346456692913385,-0.9113420393695432
0.29133858267716534,-2.5139215992057222
0.2992125984251969,-0.3452084594616854
0.30708661417322836,2.375725352929915
0.31496062992125984,1.4396931025975501
0.3228346456692913,-0.8449466520230469
0.3307086614173228,-0.013244944745493648
0.33858267716535434,2.328885211785998
0.3464566929133858,1.4594714610527395
0.3543307086614173,-1.7260207110717765
0.36220472440944884,-2.1845625863055744
0.3700787401574803,0.2468815792660941
0.3779527559055118,0.7152930140347358
0.3858267716535433,-1.683181580329458
0.39370078740157477,-2.2403176225034396
0.4015748031496063,0.6837926673725956
0.4094488188976378,2.5153724105175552
0.41732283464566927,0.6391584961180549
0.4251968503937008,-0.998699834004894
0.4330708661417323,0.7752454794472671
0.4409448818897638,2.520265685046887
0.44881889763779526,0.5157386785350904
0.45669291338582674,-2.313390041177671
0.4645669291338583,-1.5638021519536565
0.47244094488188976,0.7846944586758017
0.48031496062992124,0.13273987755185035
0.4881889763779528,-2.26129440275165
0.49606299212598426,-1.5965413287651418
0.5039370078740157,1.5965413287651078
0.5118110236220472,2.2612944027516773
0.5196850393700787,-0.13273987755181593
0.5275590551181102,-0.7846944586758345
0.5354330708661417,1.563802151953594
0.5433070866141733,2.313390041177683
0.5511811023622047,-0.5157386785350458
0.5590551181102362,-2.520265685046888
0.5669291338582677,-0.7752454794473089
0.5748031496062992,0.9986998340048926
0.5826771653543307,-0.6391584961180149
0.5905511811023622,-2.515372410517548
0.5984251968503937,-0.6837926673726322
0.6062992125984252,2.240317622503421
0.6141732283464567,1.6831815803294972
0.6220472440944882,-0.7152930140347136
0.6299212598425197,-0.24688157926612908
0.6377952755905512,2.184562586305548
0.6456692913385826,1.7260207110718153
0.6535433070866141,-1.4594714610526773
0.6614173228346456,-2.328885211786022
0.6692913385826772,0.013244944745456566
0.6771653543307087,0.8449466520230576
0.6850393700787402,-1.4396931025975221
0.6929133858267716,-2.375725352929927
0.7007874015748031,0.3452084594616157
0.7086614173228346,2.5139215992057196
0.7165354330708661,0.9113420393696134
0.7244094488188977,-0.988309804298175
0.7322834645669292,0.5038876762231992
0.7401574803149606,2.499369861951542
0.7480314960629921,0.8485659127329688
0.7559055118110236,-2.1567992518883043
0.7637795275590551,-1.7970992781896489
0.7716535433070866,0.6371452068006135
0.7795275590551181,0.35500347765376516
0.7874015748031495,-2.0992003365152567
0.7952755905511811,-1.8473138309046755
0.8031496062992126,1.3154479354651598
0.8110236220472441,2.3868727346787244
0.8188976377952756,0.11090435040086144
0.8267716535433071,-0.8957000247109237
0.8346456692913385,1.3116102037449355
0.84251968503937,2.42709028536123
0.8503937007874016,-0.17301993238326213
0.8582677165354331,-2.496272312286061
0.8661417322834646,-1.0466389192386822
0.8740157480314961,0.9675899327502878
0.8818897637795275,-0.370232461599613
0.889763779527559,-2.47244560433636
0.8976377952755905,-1.009271665207172
0.905511811023622,2.063182432141502
0.9133858267716535,1.9048508738735723
0.9212598425196851,-0.5507050144592162
0.9291338582677166,-0.4564749897005381
0.937007874015748,2.005763658257009
0.9448818897637795,1.9598691696733452
0.952755905511811,-1.165145196457908
0.9606299212598425,-2.434845587952328
0.968503937007874,-0.23898071483399275
0.9763779527559056,0.9366602619430554
0.984251968503937,-1.1803286841011063
0.9921259842519685,-2.4673106655293555
1.0,-4.5566764618466953e-14
